id,pred
1,0.45193923
8,0.39485276
13,0.3875014
15,0.39843854
18,0.8172966
23,0.7784037
26,0.42186043
27,0.5645416
30,0.88007945
31,0.5210323
32,0.72082484
33,0.38833222
34,0.67485726
44,0.81629825
45,0.5787429
46,0.6684408
49,0.6976073
52,0.26064754
53,0.25496814
57,0.17555879
59,0.11334227
60,0.4828724
64,0.22450438
68,0.01
70,0.01
71,0.07425489
74,0.01
77,0.32085964
81,0.13763653
88,0.01
89,0.1875054
94,0.13456388
97,0.5953543
103,0.01
105,0.8598769
109,0.6328568
110,0.6995232
112,0.76573455
121,0.83586
125,0.5571536
135,0.48097908
136,0.7479844
140,0.51683116
142,0.6310755
145,0.66843617
150,0.64048755
153,0.18397401
158,0.6972888
163,0.4226423
167,0.24569657
169,0.6973396
171,0.6062785
174,0.5920926
175,0.47574773
176,0.34483895
177,0.37248757
178,0.5871374
179,0.13699624
180,0.07023473
184,0.6576955
185,0.507031
188,0.01
189,0.5750254
193,0.53730994
195,0.53439474
196,0.6479734
197,0.8587189
200,0.61939764
204,0.47238126
209,0.7154838
211,0.76988333
212,0.7173579
215,0.709849
219,0.42291903
220,0.8609126
221,0.83584225
222,0.6305146
227,0.62959945
228,0.80723643
230,0.8811634
232,0.48701927
234,0.6530922
239,0.8279934
240,0.45336616
241,0.50679356
247,0.64013994
248,0.5472404
252,0.56071776
255,0.70068663
257,0.710588
258,0.182758
260,0.23013338
264,0.42974514
267,0.08963181
271,0.36008886
273,0.22077604
275,0.635715
277,0.52293724
279,0.49920747
280,0.5953394
283,0.5767832
284,0.7021851
289,0.7195297
290,0.5719196
292,0.63572335
296,0.57914823
297,0.34574696
299,0.5858688
300,0.6798745
310,0.9864716
314,0.71025896
315,0.36609033
316,0.38897172
319,0.4726979
322,0.99
323,0.9697329
325,0.80920833
326,0.74098784
332,0.8190244
333,0.66650736
344,0.5708101
347,0.6373339
351,0.80678785
352,0.19682384
355,0.7630902
359,0.25568917
362,0.90372723
366,0.72325146
367,0.30857876
368,0.57696533
369,0.59013635
371,0.8996921
372,0.18055332
388,0.99
394,0.9861654
403,0.6228729
408,0.99689424
409,0.99
411,0.99
412,0.99
415,0.8108039
416,0.99
417,0.99
421,0.98988175
423,0.99
424,0.99
431,0.96359634
433,0.74826264
434,0.99325174
436,0.95779926
437,0.99
439,0.8052315
440,0.38201353
443,0.99
444,0.99
450,0.8377259
451,0.99
458,0.99
461,0.98689556
462,0.7175287
463,0.08458416
464,0.3517489
466,0.8903625
469,0.46228132
472,0.4288073
473,0.14866117
479,0.37269443
480,0.8299413
486,0.43303648
487,0.90862435
491,0.7890636
496,0.70377386
499,0.48164332
502,0.79012346
507,0.52337384
508,0.7404762
512,0.81314164
522,0.17976394
523,0.17322664
528,0.46100515
529,0.31568646
533,0.34454098
534,0.98428214
536,0.16197154
539,0.3895315
544,0.75795406
545,0.45165327
548,0.99
550,0.99
552,0.77387744
555,0.7414543
556,0.5463188
558,0.56914014
562,0.547631
565,0.6834696
566,0.8183356
568,0.99
569,0.7201088
573,0.8836296
574,0.73387444
579,0.99
582,0.99
583,0.99
595,0.9767269
597,0.45899138
599,0.99
600,0.9740169
602,0.99
603,0.8992493
606,0.6826616
611,0.6869638
612,0.99758303
613,0.660362
622,0.3479148
632,0.74080676
638,0.79128814
643,0.024698569
645,0.01
651,0.48798564
652,0.20182943
655,0.0372417
656,0.3241338
658,0.05526284
666,0.225603
671,0.4163489
677,0.18952397
679,0.09122687
680,0.5110298
681,0.5955303
683,0.30441743
686,0.4527607
692,0.15573964
694,0.44838962
696,0.43852776
701,0.9618571
706,0.32653552
713,0.4727234
719,0.6007671
722,0.8083088
728,0.46988335
730,0.73963314
735,0.59934735
737,0.19375187
743,0.82083696
745,0.5497698
747,0.9035017
756,0.75209606
757,0.20008005
760,0.5577913
762,0.5711714
765,0.7361889
766,0.416272
773,0.58294344
777,0.807488
782,0.60176384
786,0.47302672
788,0.8607571
790,0.39462218
791,0.89157945
795,0.99
799,0.17224862
802,0.24100895
803,0.38892403
804,0.8003536
806,0.99
808,0.6754168
810,0.49756527
811,0.951182
812,0.71122754
813,0.66940075
818,0.82603484
819,0.81936353
830,0.32283583
832,0.53952396
839,0.29735842
840,0.99
841,0.6425872
843,0.75337094
845,0.27850217
848,0.33606532
858,0.44278
860,0.3581679
863,0.14731997
865,0.1567679
868,0.046495043
870,0.37426874
872,0.01
875,0.5224476
880,0.015795428
882,0.7070604
888,0.17873497
890,0.050307106
894,0.4233319
898,0.18329225
904,0.3275775
906,0.19362713
908,0.4011302
913,0.18462162
922,0.20527351
927,0.58407605
928,0.5477563
930,0.2441164
933,0.01
938,0.01
941,0.3459621
943,0.17073867
945,0.6930497
946,0.18061683
950,0.5417292
953,0.55745655
963,0.33089954
965,0.49530122
966,0.40575802
970,0.6482199
977,0.5105917
979,0.7554084
986,0.09766857
991,0.6756052
998,0.7389068
1000,0.99
1002,0.1897924
1004,0.4611359
1007,0.3518478
1012,0.1335818
1018,0.7060521
1019,0.671483
1023,0.78264725
1024,0.69557685
1026,0.8586322
1028,0.5549101
1030,0.2930311
1033,0.6865518
1035,0.6826951
1037,0.7984035
1038,0.46363837
1042,0.45460594
1043,0.94916254
1045,0.86153173
1048,0.99
1053,0.85385615
1054,0.8897517
1056,0.99
1062,0.7311198
