id,pred
1,0.44792512
8,0.41730782
13,0.42369726
15,0.45934808
18,0.90977246
23,0.7894835
26,0.35708058
27,0.5562765
30,0.75971365
31,0.6101523
32,0.64776736
33,0.49524742
34,0.64182144
44,0.7625779
45,0.5293481
46,0.5574782
49,0.5866428
52,0.32911855
53,0.20515825
57,0.15033804
59,0.10208253
60,0.26873633
64,0.3289818
68,0.111966625
70,0.15438633
71,0.057570245
74,0.097267345
77,0.25687733
81,0.11615819
88,0.08
89,0.1882758
94,0.11478451
97,0.6289044
103,0.09833167
105,0.7638279
109,0.64749837
110,0.6570079
112,0.7801426
121,0.7213565
125,0.60881037
135,0.48224273
136,0.7295668
140,0.5579525
142,0.56395406
145,0.655945
150,0.5859802
153,0.2677684
158,0.71253246
163,0.36652595
167,0.2632786
169,0.7516584
171,0.6423511
174,0.64418364
175,0.46930707
176,0.4410158
177,0.38739753
178,0.81575656
179,0.3658815
180,0.097235836
184,0.9287336
185,0.42337874
188,0.182381
189,0.4292839
193,0.4563044
195,0.5676883
196,0.57200366
197,0.8367133
200,0.4487934
204,0.5814567
209,0.78648406
211,0.7682964
212,0.657987
215,0.5240017
219,0.28911468
220,0.7749197
221,0.72052765
222,0.43850562
227,0.604649
228,0.6936809
230,0.8114035
232,0.3665082
234,0.48052925
239,0.7635853
240,0.3628947
241,0.46869618
247,0.6199289
248,0.57436925
252,0.64640915
255,0.85937285
257,0.7023166
258,0.22093153
260,0.21070145
264,0.4331478
267,0.1401257
271,0.3722417
273,0.23392941
275,0.53462327
277,0.5556814
279,0.64112383
280,0.667574
283,0.62871355
284,0.63576066
289,0.6079728
290,0.6190656
292,0.65549415
296,0.414039
297,0.3319535
299,0.45833594
300,0.51419294
310,0.9487786
314,0.57213503
315,0.27958828
316,0.21420969
319,0.20292954
322,0.92
323,0.9086582
325,0.6817422
326,0.644256
332,0.80809337
333,0.5793591
344,0.46315944
347,0.48816666
351,0.80052567
352,0.25929174
355,0.78457165
359,0.2557145
362,0.8629166
366,0.77339077
367,0.2809741
368,0.6292555
369,0.6481145
371,0.8521477
372,0.22971775
388,0.92
394,0.96569246
403,0.55370814
408,0.95998657
409,0.92
411,0.92
412,0.92
415,0.8451361
416,0.92
417,0.9585936
421,0.9445394
423,0.99177843
424,0.97487104
431,0.86316204
433,0.5783493
434,0.8988519
436,0.93365794
437,0.92
439,0.8405955
440,0.5481858
443,0.92
444,0.9594939
450,0.8501008
451,0.92
458,0.92
461,0.97557026
462,0.72728926
463,0.1167347
464,0.5364519
466,0.8815458
469,0.56097275
472,0.43555054
473,0.20141958
479,0.39752975
480,0.7842804
486,0.52909386
487,0.8662813
491,0.7733377
496,0.7085487
499,0.4854921
502,0.8755678
507,0.6468005
508,0.7636055
512,0.8323215
522,0.06863462
523,0.09053211
528,0.4489089
529,0.3719958
533,0.26067242
534,0.9252973
536,0.1558174
539,0.32990465
544,0.8241379
545,0.46567264
548,0.92
550,0.92
552,0.8103679
555,0.8376561
556,0.54594576
558,0.6920311
562,0.463152
565,0.74807006
566,0.9320525
568,0.97267854
569,0.53307396
573,0.85916644
574,0.7936887
579,0.9474929
582,0.9880286
583,0.93784183
595,0.9247615
597,0.49225715
599,0.92
600,0.9052996
602,0.92
603,0.99786127
606,0.800621
611,0.79366106
612,0.92
613,0.65887654
622,0.34514582
632,0.73217833
638,0.72281057
643,0.046608523
645,0.08
651,0.79780424
652,0.31895092
655,0.17835537
656,0.39580888
658,0.32165506
666,0.3203314
671,0.7372818
677,0.33911803
679,0.31445038
680,0.44137543
681,0.675263
683,0.42463982
686,0.45193508
692,0.33569688
694,0.45332384
696,0.44640112
701,0.84428644
706,0.44039398
713,0.59722763
719,0.56183577
722,0.80156296
728,0.48758805
730,0.69666696
735,0.65414655
737,0.22942895
743,0.7657333
745,0.5414573
747,0.838306
756,0.49766603
757,0.23354389
760,0.39126155
762,0.5478693
765,0.7368326
766,0.40627876
773,0.58285224
777,0.7640072
782,0.6731013
786,0.55387694
788,0.8047461
790,0.5742218
791,0.8685673
795,0.93693405
799,0.152597
802,0.10430661
803,0.49115735
804,0.81166226
806,0.9656858
808,0.6700407
810,0.5482471
811,0.8997913
812,0.74870515
813,0.67234993
818,0.7947762
819,0.7652719
830,0.42954582
832,0.63137835
839,0.37023175
