id,pred
1,0.45157364
8,0.45683086
13,0.42130664
15,0.4193827
18,0.9398751
23,0.7662289
26,0.40221244
27,0.58396
30,0.78352666
31,0.54563606
32,0.653377
33,0.42554516
34,0.648122
44,0.7741274
45,0.51596445
46,0.60613227
49,0.75981104
52,0.1848663
53,0.2100495
57,0.19471481
59,0.11596737
60,0.23578659
64,0.34231147
68,0.18132918
70,0.24707788
71,0.18863897
74,0.121825494
77,0.19188137
81,0.20171782
88,0.012486214
89,0.23311694
94,0.19405605
97,0.5470874
103,0.031292543
105,0.8231039
109,0.6669119
110,0.65371865
112,0.76292455
121,0.7385541
125,0.57858604
135,0.47398853
136,0.69701594
140,0.54243314
142,0.7004342
145,0.5241111
150,0.57481235
153,0.24477531
158,0.77330357
163,0.34234053
167,0.25041053
169,0.81470466
171,0.6299824
174,0.6365788
175,0.503139
176,0.4965598
177,0.41440392
178,0.830759
179,0.4392316
180,0.113231786
184,0.9551579
185,0.45380744
188,0.12999222
189,0.47418848
193,0.41849998
195,0.5704332
196,0.5156679
197,0.7415724
200,0.6189624
204,0.63250536
209,0.8401579
211,0.7325447
212,0.69433373
215,0.72239697
219,0.36062026
220,0.6345071
221,0.72107565
222,0.5541632
227,0.60046524
228,0.7720138
230,0.87040097
232,0.36189222
234,0.44893914
239,0.75948983
240,0.3570978
241,0.4826498
247,0.61655486
248,0.5879576
252,0.64462173
255,0.8248145
257,0.7415801
258,0.13742664
260,0.21569572
264,0.37938106
267,0.15363082
271,0.2930593
273,0.25344038
275,0.611411
277,0.5820106
279,0.6703706
280,0.72592884
283,0.709214
284,0.49276122
289,0.7253691
290,0.7304248
292,0.6852382
296,0.48533374
297,0.37357965
299,0.5168357
300,0.63888717
310,0.9192788
314,0.6527697
315,0.27134255
316,0.23668101
319,0.2444129
322,0.92
323,0.8884025
325,0.6091217
326,0.6168543
332,0.7662304
333,0.61561984
344,0.43399772
347,0.54459107
351,0.7694651
352,0.33203527
355,0.7536103
359,0.32023576
362,0.8692659
366,0.6881438
367,0.54301447
368,0.6073879
369,0.679341
371,0.83593667
372,0.23664011
388,0.92
394,0.9378291
403,0.5137424
408,0.9485908
409,0.92
411,0.92
412,0.92
415,0.7236136
416,0.92
417,0.97434604
421,0.9518698
423,0.9950849
424,0.98153925
431,0.9019195
433,0.6042875
434,0.92375404
436,0.95702034
437,0.92
439,0.83398855
440,0.4717727
443,0.92
444,0.94841075
450,0.82086426
451,0.92
458,0.92
461,0.98542076
462,0.708423
463,0.13367699
464,0.47070512
466,0.90483135
469,0.59267473
472,0.352501
473,0.20414537
479,0.37257093
480,0.8004452
486,0.5189293
487,0.8568015
491,0.79645765
496,0.6495674
499,0.49252602
502,0.870256
507,0.67781776
508,0.7527849
512,0.813215
522,0.07469756
523,0.08262515
528,0.3757168
529,0.29459175
533,0.2515194
534,0.98337716
536,0.00847549
539,0.21022144
544,0.8377812
545,0.5044565
548,0.97775245
550,0.9968757
552,0.8313629
555,0.7573472
556,0.5588638
558,0.65685403
562,0.4892017
565,0.78663635
566,0.85754114
568,0.92
569,0.65203404
573,0.8446994
574,0.70685565
579,0.95708084
582,0.9701407
583,0.9550583
595,0.91581386
597,0.49400505
599,0.9977089
600,0.9270316
602,0.92
603,0.93860644
606,0.6457416
611,0.7561515
612,0.92
613,0.80705154
622,0.2887273
632,0.6088601
638,0.7850469
643,0.10441655
645,0.08
651,0.84577197
652,0.3469842
655,0.16517812
656,0.51283413
658,0.41638505
666,0.3634829
671,0.59656626
677,0.3353439
679,0.23000431
680,0.43780634
681,0.65179
683,0.47696903
686,0.49701983
692,0.34192255
694,0.46522197
696,0.46979845
701,0.8546647
706,0.4280627
713,0.62639874
719,0.52631485
722,0.8170801
728,0.52314574
730,0.73584247
735,0.67103267
737,0.19909026
743,0.764687
745,0.6507389
747,0.8546647
756,0.6113411
757,0.15766631
760,0.40573967
762,0.5639524
765,0.78279626
766,0.44628698
773,0.56287044
777,0.78434414
782,0.6473531
786,0.56841
788,0.8557205
790,0.50524104
791,0.7992017
795,0.92865133
799,0.17930762
802,0.15035984
803,0.47735378
804,0.81947184
806,0.9297361
808,0.6500872
810,0.5681601
811,0.8986706
812,0.73850846
813,0.6845606
818,0.7976831
819,0.7906658
830,0.40151367
832,0.5762749
839,0.33883184
840,0.93913704
841,0.6488634
843,0.8361546
845,0.2919811
848,0.39476508
858,0.5013345
860,0.41764164
863,0.21370405
865,0.20927967
868,0.26613426
870,0.2790211
872,0.08
875,0.6780028
880,0.09975178
882,0.766067
888,0.17483239
890,0.17363611
894,0.4736123
898,0.13301867
904,0.39874178
906,0.22353892
908,0.3080947
913,0.21242544
922,0.32447928
927,0.60439086
928,0.56098074
930,0.25396562
933,0.098393954
938,0.020533985
941,0.2811536
943,0.20252156
945,0.7780699
946,0.266437
950,0.6217922
953,0.64943755
963,0.3335565
965,0.53782105
966,0.32410052
970,0.5769854
977,0.44186375
979,0.697247
986,0.07405372
991,0.6137015
998,0.71988136
1000,0.9677851
1002,0.21215597
1004,0.5554563
1007,0.31763023
1012,0.2091026
1018,0.7554428
1019,0.61868274
1023,0.8018299
1024,0.60919863
1026,0.81838405
1028,0.6168479
1030,0.27774784
1033,0.52603793
1035,0.6168082
1037,0.7178541
1038,0.6049676
1042,0.5825199
1043,0.9677851
1045,0.9154446
1048,0.9678116
1053,0.815874
1054,0.7654428
1056,0.92
1062,0.737932
