id,pred
1,0.43122178
8,0.46890947
13,0.3519491
15,0.42764518
18,0.789305
23,0.8169105
26,0.3673999
27,0.43971965
30,0.9175934
31,0.605784
32,0.7016254
33,0.45362076
34,0.66878885
44,0.8207997
45,0.5737305
46,0.71528
49,0.6565027
52,0.3953748
53,0.25104728
57,0.22844301
59,0.056156162
60,0.5911899
64,0.14175783
68,0.0141787
70,0.006660324
71,0.10558839
74,0.02
77,0.2518141
81,0.12157596
88,0.02
89,0.21605289
94,0.11372568
97,0.7000323
103,0.02
105,0.9070643
109,0.6719202
110,0.73208106
112,0.75921077
121,0.87462354
125,0.54664683
135,0.49593294
136,0.7710595
140,0.555904
142,0.6325085
145,0.66802496
150,0.62842256
153,0.22959872
158,0.6940509
163,0.42812276
167,0.2891036
169,0.73401004
171,0.55004084
174,0.5919149
175,0.43171272
176,0.19801344
177,0.41555926
178,0.67873293
179,0.113842465
180,0.02
184,0.74592346
185,0.540364
188,0.06512966
189,0.6025878
193,0.38911
195,0.55771935
196,0.73009413
197,0.8858936
200,0.5429687
204,0.5049176
209,0.67823344
211,0.73368937
212,0.71330833
215,0.58607346
219,0.4298686
220,0.80649024
221,0.80446213
222,0.6492242
227,0.64402837
228,0.69289285
230,0.8823298
232,0.51408637
234,0.68137836
239,0.8856696
240,0.4779773
241,0.56151867
247,0.6338939
248,0.4949765
252,0.5641719
255,0.8561815
257,0.7147545
258,0.20618574
260,0.20663776
264,0.43854225
267,0.1706803
271,0.3227742
273,0.27003297
275,0.5667938
277,0.5439988
279,0.47150558
280,0.5363706
283,0.4882825
284,0.7852754
289,0.5594226
290,0.6195191
292,0.62176996
296,0.6423511
297,0.30491394
299,0.6017566
300,0.6836762
310,0.9630029
314,0.703417
315,0.35185388
316,0.205565
319,0.4082566
322,0.98
323,0.9551535
325,0.7986906
326,0.72295994
332,0.8357611
333,0.63618684
344,0.5644486
347,0.6352165
351,0.7305497
352,0.1885213
355,0.777804
359,0.22012894
362,0.895295
366,0.76938206
367,0.3326613
368,0.565738
369,0.6082998
371,0.9169725
372,0.23807818
388,0.98
394,0.98
403,0.671402
408,0.96631587
409,0.98
411,0.98
412,0.98
415,0.83876324
416,0.98
417,0.98981464
421,0.99294156
423,0.98
424,0.98
431,0.84833187
433,0.7640323
434,0.95063686
436,0.90144324
437,0.98
439,0.88902205
440,0.51408577
443,0.98
444,0.98
450,0.87175465
451,0.98
458,0.98
461,0.98
462,0.7285314
463,0.05248593
464,0.3243231
466,0.9465453
469,0.46176112
472,0.37935856
473,0.06123229
479,0.27947858
480,0.8918596
486,0.40074673
487,0.9578683
491,0.80571425
496,0.6910151
499,0.4634444
502,0.83981884
507,0.54601395
508,0.7427886
512,0.86153173
522,0.115703285
523,0.09211783
528,0.509743
529,0.28197804
533,0.3841837
534,0.8689919
536,0.1198977
539,0.361723
544,0.74162334
545,0.49715102
548,0.98
550,0.98
552,0.7574178
555,0.69889784
556,0.6135996
558,0.67834246
562,0.65806556
565,0.6229642
566,0.7295676
568,0.98
569,0.6381358
573,0.873784
